Month,Calendar Year,Land Class,Land Category,Commodity, Volume 
October,2003,Federal,Onshore,Gas Prod Vol (mcf),"269,682,230"
October,2003,Federal,Onshore,Oil Prod Vol (bbl),"8,222,208"
October,2003,Native American,Onshore,Coal Prod Vol (ton),"2,576,086"
October,2003,Native American,Onshore,Gas Prod Vol (mcf),"32,047,547"
October,2003,Native American,Onshore,Oil Prod Vol (bbl),"927,732"
November,2003,Federal,Offshore,Gas Prod Vol (mcf),"349,032,281"
November,2003,Federal,Offshore,Oil Prod Vol (bbl),"47,184,399"
November,2003,Federal,Onshore,Coal Prod Vol (ton),"36,994,823"
November,2003,Federal,Onshore,Gas Prod Vol (mcf),"255,059,359"
November,2003,Federal,Onshore,Oil Prod Vol (bbl),"7,856,083"
November,2003,Native American,Onshore,Coal Prod Vol (ton),"2,417,148"
November,2003,Native American,Onshore,Gas Prod Vol (mcf),"30,634,783"
November,2003,Native American,Onshore,Oil Prod Vol (bbl),"889,344"
December,2003,Federal,Offshore,Gas Prod Vol (mcf),"362,758,331"
December,2003,Federal,Offshore,Oil Prod Vol (bbl),"49,253,004"
December,2003,Federal,Onshore,Coal Prod Vol (ton),"38,913,508"
December,2003,Federal,Onshore,Gas Prod Vol (mcf),"266,959,859"
December,2003,Federal,Onshore,Oil Prod Vol (bbl),"8,118,969"
December,2003,Native American,Onshore,Coal Prod Vol (ton),"2,526,153"
December,2003,Native American,Onshore,Gas Prod Vol (mcf),"31,241,002"
December,2003,Native American,Onshore,Oil Prod Vol (bbl),"936,588"
January,2004,Federal,Offshore,Gas Prod Vol (mcf),"365,448,070"
January,2004,Federal,Offshore,Oil Prod Vol (bbl),"50,125,549"
January,2004,Federal,Onshore,Coal Prod Vol (ton),"39,793,156"
January,2004,Federal,Onshore,Gas Prod Vol (mcf),"266,146,534"
January,2004,Federal,Onshore,Oil Prod Vol (bbl),"8,050,201"
January,2004,Native American,Onshore,Coal Prod Vol (ton),"2,790,396"
January,2004,Native American,Onshore,Gas Prod Vol (mcf),"30,639,762"
January,2004,Native American,Onshore,Oil Prod Vol (bbl),"940,267"
February,2004,Federal,Offshore,Gas Prod Vol (mcf),"342,796,942"
February,2004,Federal,Offshore,Oil Prod Vol (bbl),"47,429,307"
February,2004,Federal,Onshore,Coal Prod Vol (ton),"34,206,060"
February,2004,Federal,Onshore,Gas Prod Vol (mcf),"245,499,245"
February,2004,Federal,Onshore,Oil Prod Vol (bbl),"7,586,095"
February,2004,Native American,Onshore,Coal Prod Vol (ton),"2,274,690"
February,2004,Native American,Onshore,Gas Prod Vol (mcf),"28,658,179"
February,2004,Native American,Onshore,Oil Prod Vol (bbl),"890,849"
March,2004,Federal,Offshore,Gas Prod Vol (mcf),"375,062,970"
March,2004,Federal,Offshore,Oil Prod Vol (bbl),"50,179,164"
March,2004,Federal,Onshore,Coal Prod Vol (ton),"38,220,610"
March,2004,Federal,Onshore,Gas Prod Vol (mcf),"264,227,882"
March,2004,Federal,Onshore,Oil Prod Vol (bbl),"8,055,411"
March,2004,Native American,Onshore,Coal Prod Vol (ton),"2,926,896"
March,2004,Native American,Onshore,Gas Prod Vol (mcf),"30,530,455"
March,2004,Native American,Onshore,Oil Prod Vol (bbl),"956,040"
April,2004,Federal,Offshore,Gas Prod Vol (mcf),"362,132,217"
April,2004,Federal,Offshore,Oil Prod Vol (bbl),"48,108,084"
April,2004,Federal,Onshore,Coal Prod Vol (ton),"37,325,558"
April,2004,Federal,Onshore,Gas Prod Vol (mcf),"254,508,616"
April,2004,Federal,Onshore,Oil Prod Vol (bbl),"7,757,463"
April,2004,Native American,Onshore,Coal Prod Vol (ton),"2,441,696"
April,2004,Native American,Onshore,Gas Prod Vol (mcf),"29,686,338"
April,2004,Native American,Onshore,Oil Prod Vol (bbl),"953,460"
May,2004,Federal,Offshore,Gas Prod Vol (mcf),"367,575,603"
May,2004,Federal,Offshore,Oil Prod Vol (bbl),"50,195,658"
May,2004,Federal,Onshore,Coal Prod Vol (ton),"37,085,297"
May,2004,Federal,Onshore,Gas Prod Vol (mcf),"256,826,256"
May,2004,Federal,Onshore,Oil Prod Vol (bbl),"7,955,980"
May,2004,Native American,Onshore,Coal Prod Vol (ton),"2,714,456"
May,2004,Native American,Onshore,Gas Prod Vol (mcf),"30,267,873"
May,2004,Native American,Onshore,Oil Prod Vol (bbl),"986,597"
June,2004,Federal,Offshore,Gas Prod Vol (mcf),"343,370,433"
June,2004,Federal,Offshore,Oil Prod Vol (bbl),"45,749,647"
June,2004,Federal,Onshore,Coal Prod Vol (ton),"37,941,288"
June,2004,Federal,Onshore,Gas Prod Vol (mcf),"247,873,489"
June,2004,Federal,Onshore,Oil Prod Vol (bbl),"7,645,308"
June,2004,Native American,Onshore,Coal Prod Vol (ton),"2,814,287"
June,2004,Native American,Onshore,Gas Prod Vol (mcf),"29,264,609"
June,2004,Native American,Onshore,Oil Prod Vol (bbl),"915,013"
July,2004,Federal,Offshore,Gas Prod Vol (mcf),"361,432,226"
July,2004,Federal,Offshore,Oil Prod Vol (bbl),"53,256,723"
July,2004,Federal,Onshore,Coal Prod Vol (ton),"38,767,113"
July,2004,Federal,Onshore,Gas Prod Vol (mcf),"262,335,355"
July,2004,Federal,Onshore,Oil Prod Vol (bbl),"7,858,435"
July,2004,Native American,Onshore,Coal Prod Vol (ton),"2,257,866"
July,2004,Native American,Onshore,Gas Prod Vol (mcf),"30,139,616"
July,2004,Native American,Onshore,Oil Prod Vol (bbl),"953,410"
August,2004,Federal,Offshore,Gas Prod Vol (mcf),"354,075,389"
August,2004,Federal,Offshore,Oil Prod Vol (bbl),"51,092,432"
August,2004,Federal,Onshore,Coal Prod Vol (ton),"39,475,725"
August,2004,Federal,Onshore,Gas Prod Vol (mcf),"265,941,892"
August,2004,Federal,Onshore,Oil Prod Vol (bbl),"7,875,666"
August,2004,Native American,Onshore,Coal Prod Vol (ton),"2,860,888"
August,2004,Native American,Onshore,Gas Prod Vol (mcf),"30,054,747"
August,2004,Native American,Onshore,Oil Prod Vol (bbl),"972,219"
September,2004,Federal,Offshore,Gas Prod Vol (mcf),"280,775,631"
September,2004,Federal,Offshore,Oil Prod Vol (bbl),"37,946,564"
September,2004,Federal,Onshore,Coal Prod Vol (ton),"39,930,106"
September,2004,Federal,Onshore,Gas Prod Vol (mcf),"262,329,863"
September,2004,Federal,Onshore,Oil Prod Vol (bbl),"7,616,229"
September,2004,Native American,Onshore,Coal Prod Vol (ton),"3,098,376"
September,2004,Native American,Onshore,Gas Prod Vol (mcf),"29,006,099"
September,2004,Native American,Onshore,Oil Prod Vol (bbl),"961,664"
October,2004,Federal,Offshore,Gas Prod Vol (mcf),"303,926,329"
October,2004,Federal,Offshore,Oil Prod Vol (bbl),"39,371,415"
October,2004,Federal,Onshore,Coal Prod Vol (ton),"39,677,776"
October,2004,Federal,Onshore,Gas Prod Vol (mcf),"275,374,870"
October,2004,Federal,Onshore,Oil Prod Vol (bbl),"7,910,922"
October,2004,Native American,Onshore,Coal Prod Vol (ton),"2,834,810"
October,2004,Native American,Onshore,Gas Prod Vol (mcf),"30,287,763"
October,2004,Native American,Onshore,Oil Prod Vol (bbl),"988,503"
November,2004,Federal,Offshore,Gas Prod Vol (mcf),"313,078,854"
November,2004,Federal,Offshore,Oil Prod Vol (bbl),"45,004,237"
November,2004,Federal,Onshore,Coal Prod Vol (ton),"38,363,559"
November,2004,Federal,Onshore,Gas Prod Vol (mcf),"269,673,885"
November,2004,Federal,Onshore,Oil Prod Vol (bbl),"7,765,513"
November,2004,Native American,Onshore,Coal Prod Vol (ton),"2,481,476"
November,2004,Native American,Onshore,Gas Prod Vol (mcf),"29,787,370"
November,2004,Native American,Onshore,Oil Prod Vol (bbl),"977,566"
December,2004,Federal,Offshore,Gas Prod Vol (mcf),"309,817,091"
December,2004,Federal,Offshore,Oil Prod Vol (bbl),"48,642,160"
December,2004,Federal,Onshore,Coal Prod Vol (ton),"38,672,407"
December,2004,Federal,Onshore,Gas Prod Vol (mcf),"278,075,932"
December,2004,Federal,Onshore,Oil Prod Vol (bbl),"7,920,137"
December,2004,Native American,Onshore,Coal Prod Vol (ton),"3,016,398"
December,2004,Native American,Onshore,Gas Prod Vol (mcf),"30,321,591"
December,2004,Native American,Onshore,Oil Prod Vol (bbl),"1,012,682"
January,2005,Federal,Offshore,Gas Prod Vol (mcf),"316,500,854"
January,2005,Federal,Offshore,Oil Prod Vol (bbl),"48,966,432"
January,2005,Federal,Onshore,Coal Prod Vol (ton),"37,597,569"
January,2005,Federal,Onshore,Gas Prod Vol (mcf),"278,323,624"
January,2005,Federal,Onshore,Oil Prod Vol (bbl),"7,835,814"
January,2005,Native American,Onshore,Coal Prod Vol (ton),"2,861,003"
January,2005,Native American,Onshore,Gas Prod Vol (mcf),"29,805,926"
January,2005,Native American,Onshore,Oil Prod Vol (bbl),"974,942"
February,2005,Federal,Offshore,Gas Prod Vol (mcf),"293,032,684"
February,2005,Federal,Offshore,Oil Prod Vol (bbl),"44,114,557"
February,2005,Federal,Onshore,Coal Prod Vol (ton),"37,757,279"
February,2005,Federal,Onshore,Gas Prod Vol (mcf),"249,874,639"
February,2005,Federal,Onshore,Oil Prod Vol (bbl),"7,126,685"
February,2005,Native American,Onshore,Coal Prod Vol (ton),"2,737,327"
February,2005,Native American,Onshore,Gas Prod Vol (mcf),"26,765,439"
February,2005,Native American,Onshore,Oil Prod Vol (bbl),"901,934"
March,2005,Federal,Offshore,Gas Prod Vol (mcf),"330,982,305"
March,2005,Federal,Offshore,Oil Prod Vol (bbl),"51,150,208"
March,2005,Federal,Onshore,Coal Prod Vol (ton),"41,971,071"
March,2005,Federal,Onshore,Gas Prod Vol (mcf),"273,411,982"
March,2005,Federal,Onshore,Oil Prod Vol (bbl),"7,843,737"
March,2005,Native American,Onshore,Coal Prod Vol (ton),"2,889,277"
March,2005,Native American,Onshore,Gas Prod Vol (mcf),"29,856,740"
March,2005,Native American,Onshore,Oil Prod Vol (bbl),"988,356"
April,2005,Federal,Offshore,Gas Prod Vol (mcf),"320,039,593"
April,2005,Federal,Offshore,Oil Prod Vol (bbl),"49,717,757"
April,2005,Federal,Onshore,Coal Prod Vol (ton),"37,251,010"
April,2005,Federal,Onshore,Gas Prod Vol (mcf),"263,778,331"
April,2005,Federal,Onshore,Oil Prod Vol (bbl),"7,635,740"
April,2005,Native American,Onshore,Coal Prod Vol (ton),"2,837,532"
April,2005,Native American,Onshore,Gas Prod Vol (mcf),"28,563,032"
April,2005,Native American,Onshore,Oil Prod Vol (bbl),"936,704"
May,2005,Federal,Offshore,Gas Prod Vol (mcf),"336,761,093"
May,2005,Federal,Offshore,Oil Prod Vol (bbl),"53,029,642"
May,2005,Federal,Onshore,Coal Prod Vol (ton),"33,464,857"
May,2005,Federal,Onshore,Gas Prod Vol (mcf),"272,850,906"
May,2005,Federal,Onshore,Oil Prod Vol (bbl),"7,921,423"
May,2005,Native American,Onshore,Coal Prod Vol (ton),"3,099,050"
May,2005,Native American,Onshore,Gas Prod Vol (mcf),"29,913,298"
May,2005,Native American,Onshore,Oil Prod Vol (bbl),"989,178"
June,2005,Federal,Offshore,Gas Prod Vol (mcf),"316,761,791"
June,2005,Federal,Offshore,Oil Prod Vol (bbl),"49,299,410"
June,2005,Federal,Onshore,Coal Prod Vol (ton),"36,088,007"
June,2005,Federal,Onshore,Gas Prod Vol (mcf),"260,974,972"
June,2005,Federal,Onshore,Oil Prod Vol (bbl),"7,619,014"
June,2005,Native American,Onshore,Coal Prod Vol (ton),"2,863,100"
June,2005,Native American,Onshore,Gas Prod Vol (mcf),"29,040,938"
June,2005,Native American,Onshore,Oil Prod Vol (bbl),"951,450"
July,2005,Federal,Offshore,Gas Prod Vol (mcf),"301,987,683"
July,2005,Federal,Offshore,Oil Prod Vol (bbl),"47,300,842"
July,2005,Federal,Onshore,Coal Prod Vol (ton),"38,308,089"
July,2005,Federal,Onshore,Gas Prod Vol (mcf),"270,691,142"
July,2005,Federal,Onshore,Oil Prod Vol (bbl),"7,804,738"
July,2005,Native American,Onshore,Coal Prod Vol (ton),"2,402,519"
July,2005,Native American,Onshore,Gas Prod Vol (mcf),"29,417,322"
July,2005,Native American,Onshore,Oil Prod Vol (bbl),"983,795"
August,2005,Federal,Offshore,Gas Prod Vol (mcf),"283,967,403"
August,2005,Federal,Offshore,Oil Prod Vol (bbl),"44,524,053"
August,2005,Federal,Onshore,Coal Prod Vol (ton),"37,041,753"
August,2005,Federal,Onshore,Gas Prod Vol (mcf),"276,770,421"
August,2005,Federal,Onshore,Oil Prod Vol (bbl),"7,919,273"
August,2005,Native American,Onshore,Coal Prod Vol (ton),"3,052,907"
August,2005,Native American,Onshore,Gas Prod Vol (mcf),"29,548,704"
August,2005,Native American,Onshore,Oil Prod Vol (bbl),"995,612"
September,2005,Federal,Offshore,Gas Prod Vol (mcf),"146,226,107"
September,2005,Federal,Offshore,Oil Prod Vol (bbl),"16,481,368"
September,2005,Federal,Onshore,Coal Prod Vol (ton),"36,881,647"
September,2005,Federal,Onshore,Gas Prod Vol (mcf),"270,989,280"
September,2005,Federal,Onshore,Oil Prod Vol (bbl),"7,694,881"
September,2005,Native American,Onshore,Coal Prod Vol (ton),"3,117,008"
September,2005,Native American,Onshore,Gas Prod Vol (mcf),"28,504,997"
September,2005,Native American,Onshore,Oil Prod Vol (bbl),"952,348"
October,2005,Federal,Offshore,Gas Prod Vol (mcf),"142,680,305"
October,2005,Federal,Offshore,Oil Prod Vol (bbl),"23,993,307"
October,2005,Federal,Onshore,Coal Prod Vol (ton),"34,115,112"
October,2005,Federal,Onshore,Gas Prod Vol (mcf),"283,991,497"
October,2005,Federal,Onshore,Oil Prod Vol (bbl),"8,104,846"
October,2005,Native American,Onshore,Coal Prod Vol (ton),"2,825,164"
October,2005,Native American,Onshore,Gas Prod Vol (mcf),"29,725,929"
October,2005,Native American,Onshore,Oil Prod Vol (bbl),"984,379"
November,2005,Federal,Offshore,Gas Prod Vol (mcf),"203,466,670"
November,2005,Federal,Offshore,Oil Prod Vol (bbl),"31,052,033"
November,2005,Federal,Onshore,Coal Prod Vol (ton),"35,522,134"
November,2005,Federal,Onshore,Gas Prod Vol (mcf),"281,671,598"
November,2005,Federal,Onshore,Oil Prod Vol (bbl),"7,842,979"
November,2005,Native American,Onshore,Coal Prod Vol (ton),"2,577,174"
November,2005,Native American,Onshore,Gas Prod Vol (mcf),"28,253,048"
November,2005,Native American,Onshore,Oil Prod Vol (bbl),"931,123"
December,2005,Federal,Offshore,Gas Prod Vol (mcf),"240,539,880"
December,2005,Federal,Offshore,Oil Prod Vol (bbl),"37,564,683"
December,2005,Federal,Onshore,Coal Prod Vol (ton),"34,338,379"
December,2005,Federal,Onshore,Gas Prod Vol (mcf),"285,577,433"
December,2005,Federal,Onshore,Oil Prod Vol (bbl),"8,035,965"
December,2005,Native American,Onshore,Coal Prod Vol (ton),"2,227,485"
December,2005,Native American,Onshore,Gas Prod Vol (mcf),"28,213,269"
December,2005,Native American,Onshore,Oil Prod Vol (bbl),"947,212"
January,2006,Federal,Offshore,Gas Prod Vol (mcf),"251,000,886"
January,2006,Federal,Offshore,Oil Prod Vol (bbl),"39,349,076"
January,2006,Federal,Onshore,Coal Prod Vol (ton),"36,482,915"
January,2006,Federal,Onshore,Gas Prod Vol (mcf),"292,241,550"
January,2006,Federal,Onshore,Oil Prod Vol (bbl),"8,054,190"
January,2006,Native American,Onshore,Coal Prod Vol (ton),"2,637,932"
January,2006,Native American,Onshore,Gas Prod Vol (mcf),"28,086,652"
January,2006,Native American,Onshore,Oil Prod Vol (bbl),"909,538"
February,2006,Federal,Offshore,Gas Prod Vol (mcf),"221,445,869"
February,2006,Federal,Offshore,Oil Prod Vol (bbl),"34,948,509"
February,2006,Federal,Onshore,Coal Prod Vol (ton),"32,452,852"
February,2006,Federal,Onshore,Gas Prod Vol (mcf),"263,474,643"
February,2006,Federal,Onshore,Oil Prod Vol (bbl),"7,361,064"
February,2006,Native American,Onshore,Coal Prod Vol (ton),"2,265,006"
February,2006,Native American,Onshore,Gas Prod Vol (mcf),"25,757,935"
February,2006,Native American,Onshore,Oil Prod Vol (bbl),"808,495"
March,2006,Federal,Offshore,Gas Prod Vol (mcf),"247,569,174"
March,2006,Federal,Offshore,Oil Prod Vol (bbl),"39,897,703"
March,2006,Federal,Onshore,Coal Prod Vol (ton),"35,033,102"
March,2006,Federal,Onshore,Gas Prod Vol (mcf),"293,759,799"
March,2006,Federal,Onshore,Oil Prod Vol (bbl),"8,236,348"
March,2006,Native American,Onshore,Coal Prod Vol (ton),"2,559,734"
March,2006,Native American,Onshore,Gas Prod Vol (mcf),"28,416,166"
March,2006,Native American,Onshore,Oil Prod Vol (bbl),"926,993"
April,2006,Federal,Offshore,Gas Prod Vol (mcf),"245,949,531"
April,2006,Federal,Offshore,Oil Prod Vol (bbl),"39,533,805"
April,2006,Federal,Onshore,Coal Prod Vol (ton),"36,760,830"
April,2006,Federal,Onshore,Gas Prod Vol (mcf),"280,008,406"
April,2006,Federal,Onshore,Oil Prod Vol (bbl),"7,896,631"
April,2006,Native American,Onshore,Coal Prod Vol (ton),"2,300,077"
April,2006,Native American,Onshore,Gas Prod Vol (mcf),"27,306,020"
April,2006,Native American,Onshore,Oil Prod Vol (bbl),"921,974"
May,2006,Federal,Offshore,Gas Prod Vol (mcf),"263,859,110"
May,2006,Federal,Offshore,Oil Prod Vol (bbl),"42,632,100"
May,2006,Federal,Onshore,Coal Prod Vol (ton),"39,222,190"
May,2006,Federal,Onshore,Gas Prod Vol (mcf),"285,742,670"
May,2006,Federal,Onshore,Oil Prod Vol (bbl),"8,154,594"
May,2006,Native American,Onshore,Coal Prod Vol (ton),"2,448,381"
May,2006,Native American,Onshore,Gas Prod Vol (mcf),"28,221,059"
May,2006,Native American,Onshore,Oil Prod Vol (bbl),"946,679"
June,2006,Federal,Offshore,Gas Prod Vol (mcf),"254,684,180"
June,2006,Federal,Offshore,Oil Prod Vol (bbl),"42,325,052"
June,2006,Federal,Onshore,Coal Prod Vol (ton),"38,664,425"
June,2006,Federal,Onshore,Gas Prod Vol (mcf),"278,446,271"
June,2006,Federal,Onshore,Oil Prod Vol (bbl),"7,845,829"
June,2006,Native American,Onshore,Coal Prod Vol (ton),"1,765,339"
June,2006,Native American,Onshore,Gas Prod Vol (mcf),"27,187,391"
June,2006,Native American,Onshore,Oil Prod Vol (bbl),"911,708"
July,2006,Federal,Offshore,Gas Prod Vol (mcf),"263,141,517"
July,2006,Federal,Offshore,Oil Prod Vol (bbl),"45,032,280"
July,2006,Federal,Onshore,Coal Prod Vol (ton),"38,606,766"
July,2006,Federal,Onshore,Gas Prod Vol (mcf),"289,244,476"
July,2006,Federal,Onshore,Oil Prod Vol (bbl),"8,061,009"
July,2006,Native American,Onshore,Coal Prod Vol (ton),"2,149,924"
July,2006,Native American,Onshore,Gas Prod Vol (mcf),"28,036,510"
July,2006,Native American,Onshore,Oil Prod Vol (bbl),"953,536"
August,2006,Federal,Offshore,Gas Prod Vol (mcf),"257,602,688"
August,2006,Federal,Offshore,Oil Prod Vol (bbl),"45,695,407"
August,2006,Federal,Onshore,Coal Prod Vol (ton),"39,664,527"
August,2006,Federal,Onshore,Gas Prod Vol (mcf),"290,272,020"
August,2006,Federal,Onshore,Oil Prod Vol (bbl),"8,116,789"
August,2006,Native American,Onshore,Coal Prod Vol (ton),"2,390,795"
August,2006,Native American,Onshore,Gas Prod Vol (mcf),"27,988,195"
August,2006,Native American,Onshore,Oil Prod Vol (bbl),"966,677"
September,2006,Federal,Offshore,Gas Prod Vol (mcf),"244,847,240"
September,2006,Federal,Offshore,Oil Prod Vol (bbl),"41,877,208"
September,2006,Federal,Onshore,Coal Prod Vol (ton),"35,609,815"
September,2006,Federal,Onshore,Gas Prod Vol (mcf),"279,308,593"
September,2006,Federal,Onshore,Oil Prod Vol (bbl),"7,865,511"
September,2006,Native American,Onshore,Coal Prod Vol (ton),"2,307,367"
September,2006,Native American,Onshore,Gas Prod Vol (mcf),"26,769,255"
September,2006,Native American,Onshore,Oil Prod Vol (bbl),"942,223"
October,2006,Federal,Offshore,Gas Prod Vol (mcf),"250,483,121"
October,2006,Federal,Offshore,Oil Prod Vol (bbl),"43,792,435"
October,2006,Federal,Onshore,Coal Prod Vol (ton),"37,555,671"
October,2006,Federal,Onshore,Gas Prod Vol (mcf),"302,650,457"
October,2006,Federal,Onshore,Oil Prod Vol (bbl),"8,131,133"
October,2006,Native American,Onshore,Coal Prod Vol (ton),"2,204,949"
October,2006,Native American,Onshore,Gas Prod Vol (mcf),"27,633,859"
October,2006,Native American,Onshore,Oil Prod Vol (bbl),"948,250"
November,2006,Federal,Offshore,Gas Prod Vol (mcf),"243,752,134"
November,2006,Federal,Offshore,Oil Prod Vol (bbl),"42,201,842"
November,2006,Federal,Onshore,Coal Prod Vol (ton),"36,102,415"
November,2006,Federal,Onshore,Gas Prod Vol (mcf),"296,269,577"
November,2006,Federal,Onshore,Oil Prod Vol (bbl),"8,055,970"
November,2006,Native American,Onshore,Coal Prod Vol (ton),"2,244,728"
November,2006,Native American,Onshore,Gas Prod Vol (mcf),"26,784,196"
November,2006,Native American,Onshore,Oil Prod Vol (bbl),"953,042"
December,2006,Federal,Offshore,Gas Prod Vol (mcf),"248,599,386"
December,2006,Federal,Offshore,Oil Prod Vol (bbl),"43,824,040"
December,2006,Federal,Onshore,Coal Prod Vol (ton),"39,046,813"
December,2006,Federal,Onshore,Gas Prod Vol (mcf),"308,356,066"
December,2006,Federal,Onshore,Oil Prod Vol (bbl),"8,273,400"
December,2006,Native American,Onshore,Coal Prod Vol (ton),"2,943,805"
December,2006,Native American,Onshore,Gas Prod Vol (mcf),"27,108,772"
December,2006,Native American,Onshore,Oil Prod Vol (bbl),"888,321"
January,2007,Federal,Offshore,Gas Prod Vol (mcf),"242,907,928"
January,2007,Federal,Offshore,Oil Prod Vol (bbl),"43,836,645"
January,2007,Federal,Onshore,Coal Prod Vol (ton),"37,755,352"
January,2007,Federal,Onshore,Gas Prod Vol (mcf),"305,332,650"
January,2007,Federal,Onshore,Oil Prod Vol (bbl),"8,194,201"
January,2007,Native American,Onshore,Coal Prod Vol (ton),"2,289,888"
January,2007,Native American,Onshore,Gas Prod Vol (mcf),"26,456,052"
January,2007,Native American,Onshore,Oil Prod Vol (bbl),"879,890"
